,Tweet,Label,preprocessing_text,text_len
165,anjing sosial energi gua abis pdhl tadi cuma main ke nako dan berdua doang sm tmn,0,anjing sosial energi habis padahal tadi cuma main nako dua doang sama teman,13
166,Sejujurnya gue masih suka bingung membedakan anjing anjing ini kecuali kuma dan aji,0,jujur suka bingung beda anjing anjing kuma aji,8
167,mlm mlm ktmu tim toloooooooooool anjing lah,0,malam malam ketemu tim tolol anjing lah,7
168,@kapalapos86 Ko terlalu bikin diri jago skali anjing kau,1,kok terlalu bikin diri jago sekali anjing kamu,8
169,anjing udah niat stop nyampah malah ngetweet trus wkakaakka,0,anjing niat stop sampah malah mentwit terus wkwk,8
170,"Niat balik rp buat nulis, malah ga nulis"""" anjing""",0,niat balik rupiah buat tulis malah tulis anjing,8
171,gua muak anjing,0,muak anjing,2
172,@tanyakanrl bgsat ktawa bgt tp disisi lain gw benci liatnya mereka pake ms teams keinget dpp anjing,0,bangsat ketawa sangat sisi benci lihat pakai ms teams ingat dasar kena pajak anjing,14
173,@idextratime ada ada aja bahan nya anjing,0,bahan nya anjing,3
174,si paling ngerasa tersakiti anjing kontol bnr brn anjing,1,sih paling rasa sakit anjing kontol benar brn anjing,9
175,@GadSaad Aduh anjing lah,1,aduh anjing lah,3
176,shopee kenapa sih anjing,0,shopee sih anjing,3
177,@Askrlfess BODO AMAT ANJING BERISIK.,1,bodoh anjing berisik,3
178,@Miduk17 Anjing anjing partai celeng uda pd menggonggong jeng @miduk17 otak itu di kepala bukan di burit,1,anjing anjing partai celeng gonggong jeng otak kepala bukan burit,10
179,3 hari lagi  cokkkk anjing,0,hari cokkkk anjing,3
180,Anjing anjing idup gua selalu ditinggal mulu bangsat,0,anjing anjing hidup selalu tinggal selalu bangsat,7
181,kecewanya sampe sini anjing,0,kecewa sini anjing,3
182,"lo anjing gwe babi, lo babi gwe kucing",0,kamu anjing babi kamu babi kucing,6
183,"oalaaa pantes gua ga kenal, dia ikutnya pas jaman marion dan gua ga terlalu ngikutin pas ituuu. anjirr untung aja gua rekam wkwkwk tapi emang suaranya ANJING BAGUS",0,oalah pantas kenal ikut pas jaman marion terlalu ikut pas anjir untung rekam wkwk memang suara anjing bagus,18
184,dikira gue cewe bodoh apa ya anjing bgt,0,kira cewek bodoh apa anjing sangat,6
186,"definisi anjing sakit tapi mau gimana lagi adalah ketika ngerasa deket sama orang bukan deket yang konteksnya biasa tapi tweet an atau segala macem postingan dia berharap sm masa lalunya, jadi saya tuh apasi dimata anda?",0,definisi anjing sakit mau bagaimana rasa dekat sama orang bukan dekat konteks biasa twit an segala macam postingan harap sama masa lalu jadi apa sih mata,26
187,"@prncnp sebusuk busuknya tim gua yg lg badplay, lg setolol tololnya dia main, gakan perna gua blame segala macem. bisa tanya siapapun yg uda perna main ama gua. tp ketika lo punya prinsip gt, sekalinya kita yg badplay trs kita yg dibacotin tim sendiri tu berasa kek, anjing?wkwkwkwkwkwkwk",0,busuk busuk tim badplay tolol tolol main pernah blame segala macam tanya siapa pernah main sama kamu punya prinsip sekali badplay terus bacot tim sendiri asa anjing wkwk,28
188,@ayehuascaa @FWBase18 si anjing ini kerjaan nya bon @skenariots,1,sih anjing kerja nya bon,5
189,"@CFCPys @FabrizioRomano @onamp ini kandang babi bos, anjing dilarang menggonggong",1,kandang babi bos anjing larang gonggong,6
190,Secara ilmiah populasi manusia lebih banyak di bandingkan anjing tapi kenyatannya lebih banyak anjing di banding manusia,0,ilmiah populasi manusia lebih banyak banding anjing kenyat lebih banyak anjing banding manusia,13
191,@Miduk17 Kenapa anjing mulai menggonggong,0,anjing mulai gonggong,3
192,"jadi inget pernah belajar 3 sks matkul per-anjing-an di caratland sama prof. @anggeritaj S.Carat., M.Horangdan",0,jadi ingat pernah ajar sks matkul per anjing an caratland sama prof si carat sama horangdan,16
193,pasangan pasangan taik lah anjing,1,pasang pasang tai lah anjing,5
194,"Apa yah anjing gue cuman mau nanya bentar doang susah banget bangsat di temuinnya, gak kaya pas butuh nya!",0,apa anjing cuma mau tanya bentar doang susah sangat bangsat temu pas butuh nya,14
195,sumpah phuwin ganteng banget anjing,0,sumpah phuwin ganteng sangat anjing,5
196,"Ah anjing lu bedua. KERJA KEK KERJA, MASA GUE DOANG YANG KERJA KAN KITA SEANGKATAN ANYING.",1,ah anjing kamu dua kerja kerja masa doang kerja kan angkat anjing,12
197,"Apaan si lu za. tolol banget lu sumpah, jadi cowo kok bego banget anjing, cuman hal sepele itu doang lu bisa bisanya lupa aishhhh. Pantesan lu gapernah bisa bahagia hahahaa",1,apa sih kamu tolol sangat kamu sumpah jadi cowok kok bodoh sangat anjing cuma sepele doang kamu bisa lupa aishhhh pantas kamu pernah bahagia haha,25
198,@Soobatreceh wkwkwk anak anjing,0,wkwk anak anjing,3
199,@irmennn @jayapuraupdate bukan anjing lagi. antek2 dajjal mah itu,1,bukan anjing antek dajjal,4
200,@acmilan @Acqua_Lete INI KLUB APA PETERNAKAN BABI,1,klub apa terna babi,4
201,@Dennysiregar7 @cokro_tv @2045Tv @prastow Kerjaan mu Banyak Ngumpulin Receh dgn Jualan Radikal Dasar BABI KAU ITU,1,kerja mu banyak kumpul receh jual radikal dasar babi kamu,10
202,perjalanannya aj 1 jam babi lama bgt,0,jalan jam babi lama sangat,5
203,@jjejehehehee @SeraphimArchie @Askrlfess Ad tmenku.. dia china dan nonis.. dia ga mkan babi krna klo hbis mkan babi lngsung badannya merah2 dan gatal2 ktanya,0,teman aku cina non makan babi kalau habis makan babi langsung badan merah gatal kata,15
204,@HendyPS03 @Info4_Milanisti Kualitas pemain lu jelek ga bisa passing. Manajemen lu kek babi pelit ga mau keluar duit. Klop noh liat ama ipul squad ampas ikut juga ampas. Syukur lu ama pioli masih rank 2 tanpa beli pemain malah d tinggal pemainâ€ inti.,1,kualitas main kamu jelek passing manajemen kamu babi pelit mau keluar duit klop lihat sama ipul squad ampas ikut ampas syukur kamu sama pioli rank beli main malah tinggal main inti,31
205,@Cipskate aku kenal kau babi,1,aku kenal kamu babi,4
206,@Info4_Milanisti Mau kipernya malaikat juga tetep goal kalo beknya tolol. Manajemen anjing pelit ga mau beli pengganti romagnoli. Babi lah.,1,mau kiper malaikat tetap goal kalau bek tolol manajemen anjing pelit mau beli ganti romagnoli babi lah,17
207,"Dih kita, elu yang ngutang malah ngajak2 yg laen... Tanggung jawab sendiri lah babi, kan elu yg ngutang sri tolol",1,ih kamu utang malah ajak tanggung jawab sendiri lah babi kan kamu utang sri tolol,15
208,nonton video proses pembuatan babi guling di pesbuk gw malah ngiler,0,tonton video proses buat babi guling facebook malah iler,9
209,@eljero_17 @popcornletare Papua tanah damai tai anjing tolol biadab primitif manusia purba semua gada adab najis gw liat orang papua purba tai babi gada otak wanita dikeroyok dibakar otak lu dimana bego,1,papua tanah damai tai anjing tolol biadab primitif manusia purba semua adab najis lihat orang papua purba tai babi otak wanita keroyok bakar otak kamu bodoh,26
210,@cendekiahan @KucengTerbanggg lu babi,1,kamu babi,2
211,@petruspasaribuu @RudyAntony13 @Bramastyofay1 Lo petrus tololll nya keterlaluan..adu argumen kembali lo bawa agama..kalo masalah agama lo ajak gue sparing gue ikuti lo..babi..buduk dasar kafir..buduk..lo,1,kamu petrus tolol nya terlalu adu argumen kamu bawa agama kalau masalah agama kamu ajak sparing ikut kamu babi buduk dasar kafir buduk kamu,24
212,"Tampang sih boleh Baby Face, tapi sayang kelakuan lo BABI FUCK!",1,tampang sih baby face sayang laku kamu babi fuck,9
213,bapaknya kek babi,1,bapak babi,2
214,"Hahaha anjirrr emg, awal rencana kemana perginya malah kemana emg babi doi gue nih, gpp lah yang penting sama2 refreshing",0,haha anjir memang awal rencana pergi malah memang babi nih apa apa lah penting sama refreshing,16
215,@minsugarin @WtrmlnSUGAhigh @fblousky @jennairalaiba @thvilysmc7 anjeng kaget aku babi,0,anjing kaget aku babi,4
216,"Ternak Babi Mati Mendadak di Kupang Bertambah, Tersebar di 6 Kecamatan",0,ternak babi mati dadak kupang tambah sebar camat,8
217,@cursedkidd Katanya oreo pakai lemak dan susu babi ya? Bener ga sih,0,kata oreo pakai lemak susu babi benar sih,8
218,"@ssefnum Capricorn januari kayak babi, benci bngt gue anjing",0,capricorn januari kayak babi benci sangat anjing,7
219,@SangLangit01 @bangZhack86 Cina babi wajib mati,1,cina babi wajib mati,4
220,@meivrza biar smsm bisa rasain jadi babi kah? adil ya,1,biar sama sama rasa jadi babi adil,7
221,@SeraphimArchie @Askrlfess ga ngerti lagi orang ga suka babi tuh why,0,erti orang suka babi,4
222,Misalnya ada suatu kondisi dmn aku bnran lg galauin km. Trus km ngetweet galau seolah2 itu buat aku padahal buat org lain. Itu babi namanya.,0,misal suatu kondisi mana aku benar galau km terus km mentwit galau buat aku padahal buat orang babi nama,19
223,laki laki ajg babi bgtst,1,laki laki anjing babi bangsat,5
224,GOBLOK GOBLOK PIKIRAN HALUUU. Hubungannya apa babi dunggu Jakarta dipimpin Anies yg katanya akan jadi Suriah dan lain2. Faktanya Anies jadi bpk toleransi. Kalau bicara basuh dulu tu muka,1,goblok goblok pikir halu hubung apa babi dungu jakarta pimpin anies kata jadi suriah fakta anies jadi bapak toleransi kalau bicara basuh dulu muka,24
225,tapi keluargaku gak makan babi kak tetap dapat angpao :(,0,keluarga aku makan babi kakak tetap angpao,7
226,@FOOD_FESS Awalnya dari cina isian daging bak atau babi. Sama seperti bakpao deh kek nya.,0,awal cina isi daging bak babi sama bakpao deh nya,10
227,Kesel gasih sama org yg sengaja bales cht lama? Pdahal online dan bisa bls grup? Nanti bsok2 dia ksh alasan chatku tenggelem. Kek babi gasih?,0,kesal sih sama orang sengaja balas chat lama padahal online balas grup besok kasih alas chat aku tenggelam babi sih,20
228,"@SeraphimArchie @Askrlfess temen gue: alkohol yes, babi no",0,teman alkohol iya babi no,5
229,"BUAT MANUSIAÂ² DI LUARAN SANA, TOLONGLAH KALO MENTAL LU BELOM SIAP YA GAUSAH PUNYA ANAK GITULOH ANJING. UJUNGNYA ANAK LU JUGA YANG JADI KORBAN BABI BABI.",1,buat manusia luar sana tolong kalau mental kamu siap usah punya anak gituloh anjing ujung anak kamu jadi korban babi babi,21
230,"@lay_jimi @Dennysiregar7 Polisi klo dipapua kalem bos...krna wrga disana kompak dan berani sama polisi..salah perhitungan bisa ikut mati,msih ingat kasus sopir yg menabrak babi punya warga,di keroyok di dpan polisi,tp polisi tk bisa brbuat banyak dan ahirnya mati itu bpk sopirnya.",0,polisi kalau dipapua kalem bos warga sana kompak berani sama polisi salah hitung ikut mati ingat kasus sopir tabrak babi punya warga keroyok depan polisi polisi tk buat banyak akhir mati bapak sopir,33
231,Eh gue gak suka bgt babi,0,eh suka sangat babi,4
232,@carteinn @joyfulran @garsenja @fuckedupfoods kok km yg marah babi,0,kok km marah babi,4
233,@ninasyabila Kontol babi mau kau anjing,1,kontol babi mau kamu anjing,5
234,"gua ngebayangin hari ini aja udah mual, ga tidur 2 hari, nugas ampe subuh, 2mk isinya kuis semua, kelar kelas syuting buat tugas film ANJENGGGGG TEWAS GA GUA BABI",0,bayang hari mual tidur hari kerja tugas subuh mk isi kuis semua selesai kelas syuting buat tugas film anjing tewas babi,21
235,@GOAL_ID Pemain biasa jegal babi dilawanin manusia ya gini jadinya.. ngawurrrr,1,main biasa jegal babi lawan manusia begini jadi ngawur,9
236,"@AryPrasetyo_85 @jokowi @03__nakula @0kijogjezz2 @__AnakKolong @annemeylina @Aprilia_wiji @Dwi_Ekaputri @ngopibareng_id @NgkongRoses @giginpraginanto @gibran_tweet Perbanyaklah baca, babi. Biar tolol lu gak meluap kemana2 malu sama bohir yg bayar lu karena udah miara buzzerp tolol kayak lu""",1,banyak baca babi biar tolol kamu luap malu sama bohir bayar kamu pelihara buzzerp tolol kayak kamu,17
237,@IluhUdiani @orangarinkkk @jayapuraupdate Mereka itu kebanyakan mabok jd ga bisa bersin. Dan bukannya Diana lebih berharga nyawa babi ya? Klo nabrak babi ganti rugi smpe ke anak2nya dihitung,0,banyak mabuk jadi bersin bukan ana lebih harga nyawa babi kalau tabrak babi ganti rugi anak nya hitung,18
238,kalau babi haram kenapa diadain sama Allah SWT?,0,kalau babi haram ada sama allah subhanahu wa taala,9
239,"@BNurvia @baliandra2 PKI PENGECUT CULUN CUMA BISA NIRU-NIRU.. GW BILANG BANCI, DIA NIRU BENCONG, GW BILANG ANJING, DIA NIRU BABI, GW TUNJUKIN FAKTA SAREKAT ISLAM AWAL MULA PKI, DIA DIEM GAK BISA MENGELAK HAHAHA… KETEMBAK LANGSUNG KE JANTUNG DAN KO.. BEGITULAH FAKTA PKI BANCI PENGECUT CEMEN HAHAHAHA https://t.co/XY0vrqmrlj",1,partai komunis indonesia kecut culun cuma tiru tiru bilang banci tiru bencong bilang anjing tiru babi tunjuk fakta sarekat islam awal mula partai komunis indonesia diam elak haha tembak langsung jantung kok begitu fakta partai komunis indonesia banci kecut takut haha,41
240,@idextratime Ini klub yg dibantai kandang babi di ucl itu yaaa,1,klub bantai kandang babi ucl,5
241,"@achokill Ngomong apa kau kafirun, jorok..dasar pemakan babi.",1,bicara apa kamu kafirun jorok dasar makan babi,8
242,ASLI COKKKK KMRN LIAT INI JUGA ANJGGGGGGG babi banget udah marah2 tbtb â€œoke sorry karena mbak nya caratsâ€ AOWKWOKAOWKWOW,1,asli cokkkk kemarin lihat anjing babi sangat marah tiba tiba oke maaf mbak nya carats wkwk,16
243,"Tetangga saya China dan nggak doyan makan babi. Dia bukan islam kok, emang nggak suka aja, dari nyium baunya aja udah eneg katanya.",0,tetangga cina suka makan babi bukan islam kok memang suka cium bau eneg kata,14
244,@detikcom @detik_sulsel mereka lebih menyayangi babi daripada manusia,0,lebih sayang babi manusia,4
245,@ruhutsitompul Keturunan babi itu,1,turun babi,2
246,"selamat pagi semua, masa iya cok konser bawain 15 lagu doang anjing bangsat looo setaaannn, lo nyiapin apanya sih lama banget cok babi banget bisa-bisanya belum ada pengumuman comeback asuuuuu",1,selamat pagi semua masa iya jancok konser bawain lagu doang anjing bangsat kamu setan kamu siap apa sih lama sangat jancok babi sangat bisa umum comeback anjing,27
247,@BudTeguh Waktu perayaan Imlek doi kebanyakan makan babi kali ya...,0,waktu raya imlek banyak makan babi kali,7
248,"@Miduk17 @NURULZUBAIDAH21 @Miduk17 anjing kurap..kebanyakan makan babi,otak Kao keseraNg cacing pita,takut sama pak Anis yg mnrt Kao ga ada prestasinya...""",1,anjing kurap banyak makan babi otak kamu serang cacing pita takut sama bapak anis kamu prestasi,16
249,@idextratime Beli pakan buat kandang babi,0,beli pakan buat kandang babi,5
250,@Tiwipratiwi1401 @bagihumor Maksudnya orang kaya babi kan,0,maksud orang babi kan,4
251,"@ruhutsitompul Dulu bilang ANJINGNYA bapak @SBYudhoyono .. setelah jadi ANJING skr jadi apa HUT ? ðŸ˜œðŸ˜œðŸ˜œ , Babi kah ? Jangan lupa bercermin .. ",1,dulu bilang anjing bapak jadi anjing sekarang jadi apa hari ulang tahun babi jangan lupa cermin,16
252,"@jayapuraupdate si anjing malah dibandingkan, ngaca kau babi pembunuh non pribumi pendatang paling banyak daerah kau kontol benci mendarah daging",1,sih anjing malah banding kaca kamu babi bunuh non pribumi datang paling banyak daerah kamu kontol benci darah daging,19
253,"Paling suka makan ati ayam, tempe tahu, babi, dan gasuka sayur wkwkw",0,paling suka makan hati ayam tempe tahu babi suka sayur wkwk,11
254,@ArifPetaniKopi @SonnyIswara @yudhapati88 Ah gampang kalau cari masakan yg pakai daging babi...,0,ah gampang kalau cari masakan pakai daging babi,8
255,"Sesungguhnya Allah hanya mengharamkan atasmu (memakan) bangkai, darah, daging babi dan apa yang disembelih dengan menyebut nama selain Allah (16:155)   Islam Selamatkan Generasi",0,sungguh allah haram atas makan bangkai darah daging babi apa sembelih sebut nama allah islam selamat generasi,17
256,"@FOOD_FESS Yang asli mah dari cina, isinya daging babi. Di Indo cuma variasi halal aja. Umumnya sih dikenal khas Jogja.",0,asli cina isi daging babi indonesia cuma variasi halal umum sih kenal khas yogyakarta,14
257,"maunya tidur jam 1 an karna abis bljr, sampe skrg malah gbs tdr pdhl rencana mo morning person tai babi",0,mau tidur jam an habis ajar sekarang malah tidur padahal rencana mau pagi person tai babi,16
258,@detikcom @detik_sulsel Ngeri hukum adatnya. Nabrak babi aja bisa dihajar sampai mati di Papua.,0,ngeri hukum adat tabrak babi hajar mati papua,8
259,"kalo konteksnya keluarga, """"seburuk buruknya orangtua mau itu kaya babi pun itu tetep orangtua, berkah anak itu di orangtua",0,kalau konteks keluarga buruk buruk orang tua mau babi tetap orang tua berkah anak orang tua,16
260,"@idextratime Bayangin, lu rela dijual mahal ke kandang babi demi bisa bantu negara lu dapet modal buat perang, duitnya malah dikorupsi",0,bayang kamu rela jual mahal kandang babi bantu negara kamu modal buat perang duit malah korupsi,16
261,"@ruhutsitompul Kau terlalu dungu untuk mengerti, orang yg kau salahkan. Dasar kutil babi",1,kamu terlalu dungu erti orang kamu salah dasar kutil babi,10
262,"@acmilan @Acqua_Lete Kipermu goblok, plonga plongo koyo babi",1,kiper goblok plonga plongo koyo babi,6
263,mau makan babi,0,mau makan babi,3
264,"5 Restoran Daging Babi di Jakarta, Olahan dengan Bumbu Khas Batak Paling Menggoda https://t.co/HKjBAZTk8f https://t.co/Y5Mu0DTCT1",0,restoran daging babi jakarta olah bumbu khas batak paling goda,10
265,@yhakgabut babi gabisa nengok ke atas,0,babi lihat atas,3
266,"@BayKhub @Box2BoxBola Aib london?? Klub london mana yang punya 2 ucl kecuali kandang babi FC, lawak kuchhh",1,aib london klub london mana punya ucl kandang babi fc lawak kuchhh,12
267,"@MartoArt Wkkwkkkk .. immigran babi wuhan pake ngisi pertalite..? Model model bgini, kalo punya mobil mewah tp gk bayar pajakk...ðŸ˜ ",1,wkwk imigran babi wuhan pakai isi pertalite model model begini kalau punya mobil mewah bayar pajak,16
268,"Memang bangsat gabener AHY ini, akalnya udah kayak babi, g #AHYGagaldiTNIGagaldiPolitik #AHYgagalNyapres #HambalangMangkrak #SBYTurunGunung",1,memang bangsat benar agus harimurti yudhoyono akal kayak babi,9
269,"@jayapuraupdate Itu bakar aja semua itu laki2 bangsat,perempuan luw hajar dan bakar kaya binatang, babi puki anjing",1,bakar semua laki bangsat perempuan kamu hajar bakar binatang babi puki anjing,12
